,년도,분기,자치구,행정동,전체세대수,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대
0,2020,1,종로구,사직동,4668,2318,912,676,536,166,33
1,2020,1,종로구,삼청동,1375,723,252,186,142,46,20
2,2020,1,종로구,부암동,4346,1665,949,763,703,180,57
3,2020,1,종로구,평창동,7504,2397,1734,1495,1337,414,75
4,2020,1,종로구,무악동,3196,747,713,725,763,194,39
5,2020,1,종로구,교남동,4593,1652,1088,910,737,162,27
6,2020,1,종로구,가회동,2064,940,438,343,246,64,23
7,2020,1,종로구,종로1·2·3·4가동,5200,4115,520,290,202,51,14
8,2020,1,종로구,종로5·6가동,3402,2337,514,297,183,55,11
9,2020,1,종로구,이화동,4437,2679,794,480,344,106,25
10,2020,1,종로구,창신1동,2949,1749,582,314,210,74,17
11,2020,1,종로구,창신2동,4146,1960,909,631,457,144,34
12,2020,1,종로구,창신3동,2891,923,669,638,466,161,28
13,2020,1,종로구,숭인1동,2968,1365,653,467,351,103,23
14,2020,1,종로구,숭인2동,5796,3820,928,523,397,101,21
15,2020,1,종로구,청운효자동,5388,1986,1171,984,921,236,62
16,2020,1,종로구,혜화동,9228,5511,1474,1032,878,238,68
17,2020,1,중구,소공동,1124,620,215,164,99,18,5
18,2020,1,중구,회현동,3118,2067,443,292,231,59,14
19,2020,1,중구,명동,1569,1093,212,142,82,24,7
20,2020,1,중구,필동,2295,1437,420,213,160,52,8
21,2020,1,중구,장충동,2715,1743,420,239,218,71,18
22,2020,1,중구,광희동,2990,1944,509,281,185,51,14
23,2020,1,중구,을지로동,1355,1081,155,67,36,12,4
24,2020,1,중구,신당5동,5324,2627,1168,750,577,150,39
25,2020,1,중구,황학동,6924,3789,1481,890,579,137,36
26,2020,1,중구,중림동,5850,2506,1285,1029,792,173,47
27,2020,1,중구,신당동,4461,2790,825,427,323,68,22
28,2020,1,중구,다산동,6975,3168,1634,1047,870,184,47
29,2020,1,중구,약수동,7820,2884,2036,1538,1027,241,72
30,2020,1,중구,청구동,6350,2487,1503,1160,904,228,53
31,2020,1,중구,동화동,4175,1162,955,887,853,230,60
32,2020,1,용산구,후암동,8561,4072,1751,1371,979,287,71
33,2020,1,용산구,용산2가동,5437,2813,1203,760,490,137,23
34,2020,1,용산구,남영동,5451,4209,601,312,243,67,13
35,2020,1,용산구,원효로2동,6004,2120,1285,1191,1045,262,71
36,2020,1,용산구,효창동,4284,1472,1008,827,714,188,59
37,2020,1,용산구,용문동,5403,1979,1304,1018,828,213,44
38,2020,1,용산구,이촌1동,10331,2193,2293,2649,2428,570,139
39,2020,1,용산구,이촌2동,3829,1282,1067,780,510,138,35
40,2020,1,용산구,이태원1동,3758,2164,713,453,310,80,30
41,2020,1,용산구,이태원2동,4913,2628,1023,666,432,111,44
42,2020,1,용산구,서빙고동,5294,1709,1128,955,1066,350,65
43,2020,1,용산구,보광동,7640,4061,1684,997,686,164,38
44,2020,1,용산구,청파동,10930,6481,1994,1195,924,250,59
45,2020,1,용산구,원효로1동,7901,3767,1661,1248,943,227,41
46,2020,1,용산구,한강로동,9882,5604,1843,1226,924,197,62
47,2020,1,용산구,한남동,11277,6138,2337,1440,982,277,64
48,2020,1,성동구,왕십리2동,7610,2919,1732,1423,1165,270,79
49,2020,1,성동구,마장동,10864,4873,2288,1745,1469,356,90
50,2020,1,성동구,사근동,7473,5285,981,566,475,129,25
51,2020,1,성동구,행당1동,7043,2953,1492,1304,1008,210,52
52,2020,1,성동구,행당2동,9453,2373,2379,2202,1960,407,100
53,2020,1,성동구,응봉동,6163,1631,1407,1440,1304,300,61
54,2020,1,성동구,금호1가동,6630,2149,1636,1428,1094,247,63
55,2020,1,성동구,금호4가동,6424,2170,1596,1435,960,204,40
56,2020,1,성동구,성수1가1동,7581,3112,1675,1294,1191,235,56
57,2020,1,성동구,성수1가2동,6679,3033,1396,1115,868,211,44
58,2020,1,성동구,성수2가1동,8505,4132,1823,1296,976,215,49
59,2020,1,성동구,성수2가3동,5715,2955,1093,779,657,168,49
60,2020,1,성동구,송정동,5528,2769,1151,809,605,156,32
61,2020,1,성동구,용답동,6802,4046,1214,758,600,130,38
62,2020,1,성동구,왕십리도선동,11810,4449,2533,2322,1954,417,95
63,2020,1,성동구,금호2·3가동,10340,3631,2567,2136,1553,331,86
64,2020,1,성동구,옥수동,11023,3243,2833,2591,1792,428,92
65,2020,1,광진구,화양동,16383,12960,1965,741,573,101,30
66,2020,1,광진구,군자동,10813,6125,2022,1371,987,229,54
67,2020,1,광진구,중곡1동,8102,4023,1844,1175,818,184,38
68,2020,1,광진구,중곡2동,10578,4668,2416,1735,1350,316,68
69,2020,1,광진구,중곡3동,8483,4077,1914,1292,909,240,41
70,2020,1,광진구,중곡4동,13221,4935,3157,2557,1974,453,103
71,2020,1,광진구,능동,6387,3626,1312,723,522,148,44
72,2020,1,광진구,구의1동,12060,6643,2406,1562,1089,277,67
73,2020,1,광진구,구의2동,11617,4180,2586,2291,1956,452,103
74,2020,1,광진구,구의3동,12146,4089,2572,2458,2348,529,110
75,2020,1,광진구,광장동,12040,2204,1948,3017,3936,710,172
76,2020,1,광진구,자양1동,11569,5767,2435,1668,1308,308,59
77,2020,1,광진구,자양2동,11217,4031,2544,2187,1890,423,103
78,2020,1,광진구,자양3동,11048,2914,2467,2448,2549,502,118
79,2020,1,광진구,자양4동,9623,5052,2032,1326,915,234,43
80,2020,1,동대문구,회기동,6020,3898,893,573,478,138,30
81,2020,1,동대문구,휘경1동,7408,3986,1356,973,824,206,46
82,2020,1,동대문구,휘경2동,11605,5565,2108,1816,1606,393,89
83,2020,1,동대문구,청량리동,10434,5001,2347,1542,1137,319,72
84,2020,1,동대문구,용신동,17688,10723,3161,1919,1434,351,73
85,2020,1,동대문구,제기동,13034,6995,2616,1695,1236,367,94
86,2020,1,동대문구,전농1동,15098,7383,3008,2386,1763,435,87
87,2020,1,동대문구,전농2동,7733,2261,1849,1700,1423,377,93
88,2020,1,동대문구,답십리2동,12990,4608,3185,2489,2095,481,98
89,2020,1,동대문구,장안1동,17783,7565,3885,3057,2487,610,135
90,2020,1,동대문구,장안2동,13769,4675,3056,2837,2467,552,138
91,2020,1,동대문구,이문1동,10435,6331,1693,1124,965,236,63
92,2020,1,동대문구,이문2동,8552,2905,1932,1639,1556,385,90
93,2020,1,동대문구,답십리1동,12730,4938,2671,2424,2046,492,118
94,2020,1,중랑구,면목2동,12265,5582,2766,1931,1525,365,76
95,2020,1,중랑구,면목4동,9203,3934,2133,1620,1156,282,60
96,2020,1,중랑구,면목5동,4489,1892,1079,778,581,127,23
97,2020,1,중랑구,면목7동,10457,4374,2503,1802,1375,311,70
98,2020,1,중랑구,상봉1동,10276,3180,2395,2211,2018,378,72
99,2020,1,중랑구,상봉2동,11290,6650,2260,1305,839,171,43
100,2020,1,중랑구,중화1동,9049,3278,2249,1760,1351,332,50
101,2020,1,중랑구,중화2동,13993,7336,3122,1915,1241,302,56
102,2020,1,중랑구,묵1동,14705,4806,3350,3034,2674,639,147
103,2020,1,중랑구,묵2동,9179,3897,2147,1626,1135,298,62
104,2020,1,중랑구,망우3동,8437,3738,2021,1407,985,226,50
105,2020,1,중랑구,신내1동,14863,3568,3484,3145,3339,1064,191
106,2020,1,중랑구,신내2동,9044,2851,2285,1955,1546,318,67
107,2020,1,중랑구,면목본동,17655,8465,3993,2711,1933,454,72
108,2020,1,중랑구,면목3·8동,12582,5620,2951,2095,1486,329,77
109,2020,1,중랑구,망우본동,14733,6777,3230,2373,1806,431,91
110,2020,1,성북구,돈암1동,6256,1773,1583,1334,1183,291,73
111,2020,1,성북구,돈암2동,8646,1648,1850,2189,2244,547,115
112,2020,1,성북구,안암동,9302,6081,1451,885,697,137,40
113,2020,1,성북구,보문동,7959,3821,1611,1270,990,219,35
114,2020,1,성북구,정릉1동,7490,2220,1657,1684,1465,347,83
115,2020,1,성북구,정릉2동,9679,3076,2356,1994,1701,409,103
116,2020,1,성북구,정릉3동,7779,4076,1541,1052,834,214,46
117,2020,1,성북구,정릉4동,10978,3714,2611,2219,1837,452,96
118,2020,1,성북구,길음1동,12813,2550,2426,3206,3699,735,151
119,2020,1,성북구,길음2동,7076,2408,1493,1465,1340,297,57
120,2020,1,성북구,월곡1동,10812,3235,2478,2290,2134,530,107
121,2020,1,성북구,월곡2동,9385,4236,1909,1499,1306,331,75
122,2020,1,성북구,장위1동,9027,3462,2145,1649,1329,337,75
123,2020,1,성북구,장위2동,6367,2577,1578,1132,799,217,48
124,2020,1,성북구,장위3동,7354,2410,1584,1569,1426,289,59
125,2020,1,성북구,성북동,8147,3811,1789,1217,929,284,84
126,2020,1,성북구,삼선동,11951,5911,2332,1681,1521,394,82
127,2020,1,성북구,동선동,9181,5883,1473,924,664,182,38
128,2020,1,성북구,종암동,17189,6494,3614,3183,2975,719,150
129,2020,1,성북구,석관동,16410,6660,3865,3030,2199,505,111
130,2020,1,강북구,번1동,10311,5534,2164,1433,912,202,54
131,2020,1,강북구,번2동,7663,2840,2098,1465,941,239,63
132,2020,1,강북구,번3동,7593,2340,2162,1516,1189,297,74
133,2020,1,강북구,수유1동,10389,4766,2362,1656,1211,301,66
134,2020,1,강북구,수유2동,9654,3529,2535,1800,1308,377,81
135,2020,1,강북구,수유3동,12776,6970,2583,1786,1114,253,46
136,2020,1,강북구,삼양동,11459,4622,2740,2033,1546,404,83
137,2020,1,강북구,미아동,11438,5814,2438,1650,1168,291,59
138,2020,1,강북구,송중동,13965,5845,3173,2430,1907,466,110
139,2020,1,강북구,송천동,13746,6328,3231,2107,1622,370,69
140,2020,1,강북구,삼각산동,11749,2592,2504,2766,3049,655,133
141,2020,1,강북구,우이동,9507,3616,2474,1716,1242,343,87
142,2020,1,강북구,인수동,14555,5672,3675,2697,1835,506,130
143,2020,1,도봉구,쌍문1동,9343,3164,2349,1887,1422,399,93
144,2020,1,도봉구,쌍문2동,8628,3065,2232,1703,1232,301,71
145,2020,1,도봉구,쌍문3동,7870,3198,1932,1391,1038,251,44
146,2020,1,도봉구,쌍문4동,7167,1544,1602,1741,1820,375,67
147,2020,1,도봉구,방학1동,12763,4700,3004,2354,2002,538,118
148,2020,1,도봉구,방학2동,9558,3828,2374,1733,1196,327,81
149,2020,1,도봉구,방학3동,10061,1812,2446,2514,2508,589,145
150,2020,1,도봉구,창1동,10942,3647,2635,2272,1901,382,78
151,2020,1,도봉구,창2동,12387,3799,3142,2655,2119,509,116
152,2020,1,도봉구,창3동,6635,2627,1642,1188,895,227,41
153,2020,1,도봉구,창4동,10618,2856,2389,2360,2372,510,96
154,2020,1,도봉구,창5동,10134,2889,2389,2264,2042,421,90
155,2020,1,도봉구,도봉1동,10338,4259,2685,1793,1182,321,61
156,2020,1,도봉구,도봉2동,12151,4098,3131,2496,1823,445,119
157,2020,1,노원구,월계1동,10535,4494,2208,1772,1578,400,66
158,2020,1,노원구,월계2동,11975,4089,3132,2346,1861,424,101
159,2020,1,노원구,월계3동,12971,3885,3519,2819,2134,473,108
160,2020,1,노원구,공릉2동,16270,5556,3154,3259,3393,716,140
161,2020,1,노원구,하계1동,11881,4393,2403,2167,2303,488,87
162,2020,1,노원구,하계2동,8258,1681,1775,1995,2265,437,80
163,2020,1,노원구,중계본동,8847,1999,1413,1924,2700,662,113
164,2020,1,노원구,중계1동,9086,1417,1351,2359,3307,556,68
165,2020,1,노원구,중계4동,8440,2580,1969,1660,1745,379,80
166,2020,1,노원구,상계1동,15543,4386,3695,3333,3123,787,173
167,2020,1,노원구,상계2동,8751,3232,1720,1620,1697,359,97
168,2020,1,노원구,상계5동,10864,3895,2638,2124,1694,407,77
169,2020,1,노원구,상계8동,9233,2326,2295,2277,1933,341,46
170,2020,1,노원구,상계9동,8420,2061,2161,2040,1768,323,52
171,2020,1,노원구,상계10동,6589,1752,1753,1498,1332,191,44
172,2020,1,노원구,상계3·4동,12108,4626,2983,2145,1748,460,108
173,2020,1,노원구,상계6·7동,13938,4255,3308,3024,2736,506,78
174,2020,1,노원구,중계2·3동,15345,4929,4051,3060,2647,545,90
175,2020,1,노원구,공릉1동,18094,8287,3668,2936,2489,554,126
176,2020,1,은평구,녹번동,17190,6710,4194,3222,2336,570,116
177,2020,1,은평구,불광1동,17907,6685,4408,3460,2586,587,133
178,2020,1,은평구,갈현1동,11225,4697,2672,1976,1430,350,73
179,2020,1,은평구,갈현2동,12640,4351,3079,2572,2016,458,126
180,2020,1,은평구,구산동,13254,4211,3190,2753,2313,611,117
181,2020,1,은평구,대조동,13942,6948,3042,2056,1424,342,101
182,2020,1,은평구,응암1동,11494,4868,2555,1946,1617,376,101
183,2020,1,은평구,응암2동,10143,2856,2428,2339,1933,447,96
184,2020,1,은평구,신사1동,11783,3837,2919,2450,1955,471,115
185,2020,1,은평구,신사2동,9168,3208,2184,1792,1490,372,95
186,2020,1,은평구,증산동,6890,2483,1734,1242,1075,280,55
187,2020,1,은평구,수색동,3795,1387,898,735,573,158,38
188,2020,1,은평구,진관동,21602,6195,4190,4219,5035,1503,370
189,2020,1,은평구,불광2동,13849,6047,3329,2316,1616,420,89
190,2020,1,은평구,응암3동,12630,5933,2917,1927,1413,319,88
191,2020,1,은평구,역촌동,20697,7527,4926,4034,3175,795,176
192,2020,1,서대문구,천연동,8160,3303,1759,1500,1242,275,59
193,2020,1,서대문구,홍제1동,10344,3518,2464,2068,1724,437,95
194,2020,1,서대문구,홍제3동,7090,2678,1667,1342,1061,270,57
195,2020,1,서대문구,홍제2동,5826,1748,1422,1262,1077,256,42
196,2020,1,서대문구,홍은1동,9554,3174,2262,1856,1700,419,110
197,2020,1,서대문구,홍은2동,12209,4802,2820,2189,1802,417,129
198,2020,1,서대문구,남가좌1동,5970,1425,1191,1483,1455,325,72
199,2020,1,서대문구,남가좌2동,12706,4858,2784,2394,2080,451,107
200,2020,1,서대문구,북가좌1동,7002,1608,1675,1637,1593,374,90
201,2020,1,서대문구,북가좌2동,14725,5603,3529,2729,2151,555,121
202,2020,1,서대문구,충현동,8998,4647,1758,1222,1029,256,67
203,2020,1,서대문구,북아현동,7521,2848,1687,1511,1178,238,41
204,2020,1,서대문구,신촌동,12604,9492,1506,800,587,153,42
205,2020,1,서대문구,연희동,19400,10226,3747,2568,2116,556,146
206,2020,1,마포구,용강동,9187,3225,1965,1893,1629,362,82
207,2020,1,마포구,대흥동,7806,4983,1254,763,645,128,24
208,2020,1,마포구,염리동,5661,2428,1193,969,838,184,35
209,2020,1,마포구,신수동,10193,3902,2153,1966,1705,362,75
210,2020,1,마포구,서교동,14163,8930,2381,1454,1053,263,57
211,2020,1,마포구,합정동,9627,5094,2095,1272,887,207,45
212,2020,1,마포구,망원1동,10642,5123,2433,1478,1234,294,60
213,2020,1,마포구,망원2동,8424,3189,2010,1455,1392,296,61
214,2020,1,마포구,연남동,8679,4969,1681,1055,708,208,38
215,2020,1,마포구,성산1동,9444,4316,2068,1484,1153,319,69
216,2020,1,마포구,성산2동,18976,8244,3956,3172,2797,634,127
217,2020,1,마포구,상암동,12800,4316,2537,2425,2626,703,146
218,2020,1,마포구,도화동,9589,3619,2048,1804,1620,381,87
219,2020,1,마포구,서강동,11622,5209,2207,1969,1753,393,60
220,2020,1,마포구,공덕동,19110,8855,3997,3088,2483,520,126
221,2020,1,마포구,아현동,10210,3222,2264,2385,1909,330,70
222,2020,1,양천구,목1동,10529,1564,1783,2955,3402,646,125
223,2020,1,양천구,목2동,13201,4747,2926,2558,2276,531,116
224,2020,1,양천구,목3동,9999,3648,2419,1968,1512,332,82
225,2020,1,양천구,목4동,10131,3001,1894,2107,2446,532,112
226,2020,1,양천구,신월1동,10102,4385,2382,1745,1220,291,63
227,2020,1,양천구,신월2동,8532,2404,2049,1874,1612,449,100
228,2020,1,양천구,신월3동,8096,3917,1800,1199,853,258,56
229,2020,1,양천구,신월4동,6899,1522,1636,1633,1570,407,105
230,2020,1,양천구,신월5동,6415,2165,1515,1301,1062,276,75
231,2020,1,양천구,신월6동,2523,643,589,558,552,142,29
232,2020,1,양천구,신월7동,9279,3075,2606,1849,1370,284,68
233,2020,1,양천구,신정1동,7231,1394,1255,1682,2326,470,80
234,2020,1,양천구,신정2동,7152,1557,1288,1552,2208,461,69
235,2020,1,양천구,신정3동,17975,4541,4215,3865,4000,1094,199
236,2020,1,양천구,신정6동,8179,1007,1488,2267,2771,517,102
237,2020,1,양천구,신정7동,11599,2985,2592,2607,2776,510,96
238,2020,1,양천구,목5동,13576,1658,2098,3705,5052,844,148
239,2020,1,양천구,신정4동,16018,6846,3605,2791,2082,537,118
240,2020,1,강서구,염창동,15743,3911,3132,3825,3953,756,122
241,2020,1,강서구,등촌1동,12275,6595,2341,1638,1344,267,63
242,2020,1,강서구,등촌2동,8724,2721,2021,1837,1617,390,99
243,2020,1,강서구,등촌3동,14846,5825,3928,2627,1966,393,79
244,2020,1,강서구,화곡본동,16564,7140,3806,2786,2146,543,98
245,2020,1,강서구,화곡2동,8189,2871,2061,1647,1174,351,59
246,2020,1,강서구,화곡3동,9447,3319,2167,1856,1586,388,104
247,2020,1,강서구,화곡4동,9643,3588,2469,1861,1314,316,71
248,2020,1,강서구,화곡6동,11840,5380,2518,1902,1566,357,92
249,2020,1,강서구,화곡8동,11686,4417,3101,2110,1582,370,75
250,2020,1,강서구,가양1동,19293,12230,2626,2112,1782,430,87
251,2020,1,강서구,가양2동,8055,4057,2151,1079,581,129,39
252,2020,1,강서구,가양3동,7920,3244,2431,1368,659,176,32
253,2020,1,강서구,발산1동,13623,2825,3004,3104,3577,902,158
254,2020,1,강서구,공항동,12721,5613,2695,2099,1752,454,86
255,2020,1,강서구,방화1동,17476,4984,3893,3615,3720,998,203
256,2020,1,강서구,방화2동,11603,5549,2567,1716,1298,352,88
257,2020,1,강서구,방화3동,11293,4650,2887,1935,1359,344,94
258,2020,1,강서구,화곡1동,26594,12543,6152,4307,2718,664,145
259,2020,1,강서구,우장산동,16110,3835,3168,3689,4291,870,192
260,2020,1,구로구,신도림동,13371,2990,2926,3275,3290,679,156
261,2020,1,구로구,구로1동,8266,2205,1866,1842,1892,377,60
262,2020,1,구로구,구로3동,13180,7654,2253,1616,1259,298,69
263,2020,1,구로구,구로4동,10541,5089,2514,1578,1054,227,58
264,2020,1,구로구,구로5동,14561,7050,2943,2196,1797,425,113
265,2020,1,구로구,고척1동,9567,2992,2224,1910,1910,411,97
266,2020,1,구로구,고척2동,11613,3790,2754,2329,2111,484,120
267,2020,1,구로구,개봉2동,12538,3182,3235,2920,2413,589,151
268,2020,1,구로구,개봉3동,8853,2633,2389,1899,1492,348,71
269,2020,1,구로구,오류1동,11454,5727,2465,1646,1211,314,65
270,2020,1,구로구,수궁동,9876,2883,2579,2113,1686,475,114
271,2020,1,구로구,가리봉동,5866,3989,986,491,290,85,17
272,2020,1,구로구,구로2동,12687,6183,2972,1828,1248,335,85
273,2020,1,구로구,개봉1동,13872,4883,3430,2633,2184,568,134
274,2020,1,구로구,오류2동,15566,4404,3911,3071,3003,936,176
275,2020,1,구로구,항동,5464,1377,1221,1347,1189,270,49
276,2020,1,금천구,가산동,14169,10271,1856,1097,720,164,52
277,2020,1,금천구,독산1동,20708,10205,4036,3077,2579,621,140
278,2020,1,금천구,독산2동,9251,4050,2208,1566,1099,260,53
279,2020,1,금천구,독산3동,12437,5905,2830,1875,1404,333,68
280,2020,1,금천구,독산4동,7629,3415,1796,1208,895,247,53
281,2020,1,금천구,시흥1동,15814,6751,3619,2633,2152,519,94
282,2020,1,금천구,시흥2동,8372,2067,2025,1847,1807,453,135
283,2020,1,금천구,시흥3동,4724,1465,1306,928,756,217,43
284,2020,1,금천구,시흥4동,9094,3180,2267,1748,1430,356,75
285,2020,1,금천구,시흥5동,9344,3872,2370,1546,1155,304,77
286,2020,1,영등포구,여의동,13628,4098,3021,2951,2749,589,156
287,2020,1,영등포구,당산1동,10721,5506,2185,1524,1138,272,73
288,2020,1,영등포구,당산2동,17586,8898,2962,2671,2366,523,117
289,2020,1,영등포구,양평1동,9056,4493,1978,1358,957,194,53
290,2020,1,영등포구,양평2동,10108,4128,2149,1814,1610,310,76
291,2020,1,영등포구,신길1동,10275,6361,1806,1093,761,201,38
292,2020,1,영등포구,신길3동,7650,3011,1658,1468,1158,301,38
293,2020,1,영등포구,신길4동,4311,1975,957,724,490,134,24
294,2020,1,영등포구,신길5동,4614,1878,1032,831,660,166,33
295,2020,1,영등포구,신길6동,8512,3807,1855,1397,1106,258,66
296,2020,1,영등포구,신길7동,7755,2181,1614,1687,1765,414,68
297,2020,1,영등포구,대림1동,6378,3080,1419,927,746,155,38
298,2020,1,영등포구,대림2동,6856,3751,1528,837,535,153,38
299,2020,1,영등포구,대림3동,10422,4027,2468,1908,1505,387,88
300,2020,1,영등포구,영등포본동,10242,4630,2061,1674,1461,338,57
301,2020,1,영등포구,영등포동,17782,12874,2296,1324,1004,224,43
302,2020,1,영등포구,도림동,9340,4590,2048,1382,996,251,53
303,2020,1,영등포구,문래동,12507,3679,2720,2750,2638,560,121
304,2020,1,동작구,노량진2동,7213,4214,1443,844,536,135,30
305,2020,1,동작구,상도1동,21433,9915,3923,3598,3100,687,152
306,2020,1,동작구,상도2동,12801,5217,2703,2263,2038,446,106
307,2020,1,동작구,상도3동,11972,5278,2656,2018,1528,354,96
308,2020,1,동작구,상도4동,13518,5623,3089,2390,1871,440,78
309,2020,1,동작구,사당1동,13203,7694,2622,1536,1056,223,54
310,2020,1,동작구,사당3동,10554,3483,2428,2176,1864,450,103
311,2020,1,동작구,사당4동,7069,3207,1619,1106,890,186,40
312,2020,1,동작구,사당5동,5939,2368,1279,1109,940,187,43
313,2020,1,동작구,대방동,17218,7065,3259,2865,3083,731,151
314,2020,1,동작구,신대방1동,9944,3704,1990,1762,1906,451,98
315,2020,1,동작구,신대방2동,9376,4273,1758,1470,1391,372,81
316,2020,1,동작구,흑석동,14336,5534,3035,2749,2334,548,103
317,2020,1,동작구,노량진1동,15282,7030,3149,2454,2007,487,110
318,2020,1,동작구,사당2동,11903,4152,2900,2410,1849,462,103
319,2020,1,관악구,보라매동,12382,5951,2737,1852,1404,345,70
320,2020,1,관악구,청림동,6565,2008,1641,1426,1156,253,56
321,2020,1,관악구,행운동,17294,10826,2941,1757,1328,330,88
322,2020,1,관악구,낙성대동,10893,7749,1434,850,629,173,42
323,2020,1,관악구,중앙동,9601,6386,1563,832,624,149,34
324,2020,1,관악구,인헌동,14215,7879,2699,1774,1411,352,64
325,2020,1,관악구,남현동,9472,4843,1907,1350,1019,262,64
326,2020,1,관악구,서원동,14025,8925,2570,1370,860,217,67
327,2020,1,관악구,신원동,10625,6324,2107,1162,805,164,42
328,2020,1,관악구,서림동,14175,9219,2257,1336,1011,261,64
329,2020,1,관악구,신사동,13468,8431,2314,1387,1042,228,50
330,2020,1,관악구,신림동,16907,13878,1910,634,370,90,20
331,2020,1,관악구,난향동,6431,1946,1527,1304,1245,306,73
332,2020,1,관악구,조원동,10433,6600,1835,984,780,180,32
333,2020,1,관악구,대학동,15874,11846,1809,1121,838,187,62
334,2020,1,관악구,은천동,15962,6923,3479,2587,2261,537,135
335,2020,1,관악구,성현동,12384,3820,2956,2476,2419,570,96
336,2020,1,관악구,청룡동,21478,15133,2926,1661,1325,336,74
337,2020,1,관악구,난곡동,12967,5249,3202,2246,1750,390,95
338,2020,1,관악구,삼성동,11427,4707,2779,1873,1527,418,95
339,2020,1,관악구,미성동,14182,5567,3230,2548,2134,564,94
340,2020,1,서초구,서초1동,9298,3869,1777,1564,1514,410,120
341,2020,1,서초구,서초2동,8518,3823,1514,1440,1334,301,80
342,2020,1,서초구,서초3동,13734,5873,2688,2283,2078,565,169
343,2020,1,서초구,서초4동,11023,2334,1928,2601,3324,647,122
344,2020,1,서초구,잠원동,14059,4709,2645,2955,3027,551,118
345,2020,1,서초구,반포본동,4133,758,810,979,1251,251,59
346,2020,1,서초구,반포1동,14420,6372,2219,2370,2629,622,151
347,2020,1,서초구,반포2동,5117,675,828,1318,1711,466,89
348,2020,1,서초구,반포3동,7035,1300,1380,1861,1979,418,60
349,2020,1,서초구,반포4동,7310,1869,1488,1789,1612,399,113
350,2020,1,서초구,방배본동,7938,2158,1567,1675,1913,464,109
351,2020,1,서초구,방배1동,7700,2938,1776,1382,1200,297,79
352,2020,1,서초구,방배2동,8751,3082,2096,1642,1457,369,68
353,2020,1,서초구,방배3동,8416,2246,1874,1897,1837,406,108
354,2020,1,서초구,방배4동,9751,3431,2022,1797,1876,457,129
355,2020,1,서초구,양재1동,18253,6027,4018,3469,3315,1070,267
356,2020,1,서초구,양재2동,10792,4996,2231,1611,1432,389,94
357,2020,1,서초구,내곡동,7332,2157,1823,1549,1304,345,112
358,2020,1,강남구,신사동,7408,2893,1549,1307,1209,314,90
359,2020,1,강남구,논현1동,14432,9602,2484,1190,815,239,68
360,2020,1,강남구,논현2동,11404,6278,2079,1541,1162,251,67
361,2020,1,강남구,삼성1동,6000,2088,1224,1185,1091,298,76
362,2020,1,강남구,삼성2동,13523,5924,2306,2257,2351,488,128
363,2020,1,강남구,대치1동,7406,571,910,1949,3125,665,140
364,2020,1,강남구,대치4동,10156,5326,1690,1351,1388,291,79
365,2020,1,강남구,역삼1동,23730,16971,3479,1687,1165,307,83
366,2020,1,강남구,역삼2동,15655,6502,2321,2800,3204,627,143
367,2020,1,강남구,도곡1동,8614,2553,1594,1863,2062,402,96
368,2020,1,강남구,도곡2동,11824,2150,2303,3001,3469,712,135
369,2020,1,강남구,개포1동,2723,837,603,533,578,136,25
370,2020,1,강남구,개포4동,7778,2985,1583,1457,1342,318,64
371,2020,1,강남구,일원본동,8178,1457,1512,2017,2585,484,94
372,2020,1,강남구,일원1동,7533,3171,1778,1271,959,275,64
373,2020,1,강남구,일원2동,7350,2232,1781,1536,1466,279,41
374,2020,1,강남구,수서동,7867,3402,2337,1194,689,183,46
375,2020,1,강남구,세곡동,17928,5910,3934,3264,3317,1114,297
376,2020,1,강남구,압구정동,10695,2957,2407,2408,2224,523,129
377,2020,1,강남구,청담동,12424,4788,2413,2337,2150,537,127
378,2020,1,강남구,대치2동,12943,2464,2020,3226,4213,819,143
379,2020,1,강남구,개포2동,8053,1644,1708,2039,2175,380,83
380,2020,1,송파구,풍납1동,6520,2536,1581,1151,991,192,53
381,2020,1,송파구,풍납2동,10914,4076,2175,2185,1935,414,99
382,2020,1,송파구,거여1동,5507,1890,1316,1047,969,217,52
383,2020,1,송파구,거여2동,7190,2521,1792,1428,1109,256,61
384,2020,1,송파구,마천1동,9013,3519,2112,1563,1312,400,82
385,2020,1,송파구,마천2동,8730,3229,2170,1608,1283,323,87
386,2020,1,송파구,방이1동,6274,1859,1206,1337,1450,324,77
387,2020,1,송파구,방이2동,13937,7716,2735,1766,1338,296,68
388,2020,1,송파구,오륜동,5965,660,1078,1604,2076,440,71
389,2020,1,송파구,오금동,15909,4379,3667,3607,3259,776,177
390,2020,1,송파구,송파1동,12403,5904,2675,1890,1441,360,95
391,2020,1,송파구,송파2동,7482,1692,1545,1798,1899,433,84
392,2020,1,송파구,석촌동,17052,8697,3556,2404,1832,408,122
393,2020,1,송파구,삼전동,16298,8305,3310,2353,1808,403,94
394,2020,1,송파구,가락본동,11953,4626,2532,2179,1999,492,95
395,2020,1,송파구,가락1동,9878,1613,2488,2572,2584,476,112
396,2020,1,송파구,가락2동,12350,2992,2471,2970,3114,619,135
397,2020,1,송파구,문정1동,8537,2742,1895,1724,1656,403,85
398,2020,1,송파구,문정2동,15567,8510,2807,1963,1773,369,101
399,2020,1,송파구,잠실본동,15256,8253,2970,2021,1532,353,104
400,2020,1,송파구,잠실4동,7456,1198,1428,2061,2211,430,91
401,2020,1,송파구,잠실6동,5935,968,1330,1585,1554,372,90
